timestamp,signal_id,logical,symbol,price,signal,tf,reason,profile,mode,confidence,trend_context,vol_regime,htf_trend,playbook,setup_type,ema20,ema50,ema100,ema200,rsi14,atr,adx14,adx,vwap,rel_volume,vol_spike,strategy,fuse_reason,multi_tf_status,num_strategies,strategy_codes
2025-11-18T14:54:34.084048+05:30,b682f25b-8b78-43c9-9858-06c0dba86e56,NIFTY_CE|EMA_TREND,NIFTY25N1826000CE,1.15,HOLD,5m,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=1.15, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,SCALP,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND,,,,
2025-11-18T14:54:34.181924+05:30,f3a35759-60b2-4f4f-8e4f-d286162d7b1d,NIFTY_PE|EMA_TREND,NIFTY25N1826000PE,63.65,HOLD,5m,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=63.65, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,SCALP,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND,,,,
2025-11-18T14:54:34.182897+05:30,9978cf15-1cfe-46e1-9e0b-8359d9d11966,NIFTY_CE|EMA_TREND,NIFTY25N1826000CE,1.15,HOLD,15m,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=1.15, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",SWING,INTRADAY,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND,,,,
2025-11-18T14:54:34.183563+05:30,c3301d86-0496-45fd-a883-549ab9452fd9,NIFTY_PE|EMA_TREND,NIFTY25N1826000PE,63.65,HOLD,15m,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=63.65, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",SWING,INTRADAY,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND,,,,
2025-11-18T14:54:34.184127+05:30,0dd02540-f7a6-4fd1-9371-849f0c4bed8f,NIFTY_CE|EMA_TREND,NIFTY25N1826000CE,1.15,HOLD,60m,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=1.15, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",SWING,SWING,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND,,,,
2025-11-18T14:54:34.184657+05:30,7d23b84c-fafa-410e-8436-999dedcfa9c6,NIFTY_PE|EMA_TREND,NIFTY25N1826000PE,63.65,HOLD,60m,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=63.65, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",SWING,SWING,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND,,,,
2025-11-18T14:54:34.185187+05:30,5708b8bb-618d-44eb-98bf-f8fec3e837ea,NIFTY_CE|EMA_TREND,NIFTY25N1826000CE,1.15,HOLD,1D,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=1.15, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,CONTEXT,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND,,,,
2025-11-18T14:54:34.187170+05:30,3147b5bc-2915-4640-a75f-e83da6cfed7d,NIFTY_PE|EMA_TREND,NIFTY25N1826000PE,63.65,HOLD,1D,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=63.65, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,CONTEXT,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND,,,,
2025-11-18T14:54:34.187811+05:30,3e74c97f-5faa-4c8f-b767-cb669e332530,NIFTY_CE|EMA_TREND,NIFTY25N1826000CE,1.15,HOLD,1W,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=1.15, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,CONTEXT,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND,,,,
2025-11-18T14:54:34.188564+05:30,4a69a3a9-ec79-4f75-beed-0d09ada2eebd,NIFTY_PE|EMA_TREND,NIFTY25N1826000PE,63.65,HOLD,1W,"atr_unavailable|warmup|Indicators warming up or missing for detailed reason: price=63.65, ema20=None, ema50=None, ema100=None, ema200=None, regime=UNKNOWN, signal=HOLD",INTRADAY,CONTEXT,0.0,UNKNOWN,,,atr_unavailable,,,,,,,,,,,,,EMA_TREND,,,,
